File version,2
Missing data value,-9999
EOM
Project name,Chowilla and Pike_4.7_NoWeirs
Source version,5.1.1.11020
Latest result run time,2020-09-25 16:55:56
Simulation time,2015-07-01 - 2017-07-01
Field,Units,RunName,ScenarioName,ScenarioInputSetName,Name,Site,ElementName,WaterFeatureType,ElementType,Structure,Custom
EOC
233
41,m^3.s^-1,,Scenario 1,,Controlled Splitter: Rump Splitter 1: Upstream Flow,Rump Splitter 1,Upstream Flow,Controlled Splitter,Node,Upstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
42,m^3,,Scenario 1,,Controlled Splitter: Rump Splitter 1: Upstream Flow Volume,Rump Splitter 1,Upstream Flow Volume,Controlled Splitter,Node,Upstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
43,m^3.s^-1,,Scenario 1,,Controlled Splitter: Rump Splitter 2: Downstream Flow,Rump Splitter 2,Downstream Flow,Controlled Splitter,Node,Downstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
44,m^3,,Scenario 1,,Controlled Splitter: Rump Splitter 2: Downstream Flow Volume,Rump Splitter 2,Downstream Flow Volume,Controlled Splitter,Node,Downstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
45,m^3,,Scenario 1,,Controlled Splitter: Rump Splitter 2: Storage Volume,Rump Splitter 2,Storage Volume,Controlled Splitter,Node,Storage Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
46,m^3.s^-1,,Scenario 1,,Controlled Splitter: Rump Splitter 2: Upstream Flow,Rump Splitter 2,Upstream Flow,Controlled Splitter,Node,Upstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
47,m^3,,Scenario 1,,Controlled Splitter: Rump Splitter 2: Upstream Flow Volume,Rump Splitter 2,Upstream Flow Volume,Controlled Splitter,Node,Upstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
48,m^3.s^-1,,Scenario 1,,Gauge: Gauge 14: Downstream Flow,Gauge 14,Downstream Flow,Gauge,Node,Downstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
49,m^3,,Scenario 1,,Gauge: Gauge 14: Downstream Flow Volume,Gauge 14,Downstream Flow Volume,Gauge,Node,Downstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
50,m^3,,Scenario 1,,Gauge: Gauge 14: Storage Volume,Gauge 14,Storage Volume,Gauge,Node,Storage Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
51,m^3.s^-1,,Scenario 1,,Gauge: Gauge 14: Upstream Flow,Gauge 14,Upstream Flow,Gauge,Node,Upstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
52,m^3,,Scenario 1,,Gauge: Gauge 14: Upstream Flow Volume,Gauge 14,Upstream Flow Volume,Gauge,Node,Upstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
53,kg.m^-3,,Scenario 1,,Gauge: River Murray @ Renmark (426628): Downstream Flow Concentration,River Murray @ Renmark (426628),Constituents,Gauge,Node,Constituents@DOC@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
54,kg.m^-3,,Scenario 1,,Gauge: River Murray @ Renmark (426628): Downstream Flow Concentration,River Murray @ Renmark (426628),Constituents,Gauge,Node,Constituents@DO@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
55,kg.m^-3,,Scenario 1,,Gauge: River Murray @ Renmark (426628): Downstream Flow Concentration,River Murray @ Renmark (426628),Constituents,Gauge,Node,Constituents@Refract@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
56,kg.m^-3,,Scenario 1,,Gauge: River Murray @ US Lock 5 (426512): Downstream Flow Concentration,River Murray @ US Lock 5 (426512),Constituents,Gauge,Node,Constituents@DOC@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
57,kg.m^-3,,Scenario 1,,Gauge: River Murray @ US Lock 5 (426512): Downstream Flow Concentration,River Murray @ US Lock 5 (426512),Constituents,Gauge,Node,Constituents@Refract@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
58,kg.m^-3,,Scenario 1,,Gauge: River Murray DS Chowilla Creek: Downstream Flow Concentration,River Murray DS Chowilla Creek,Constituents,Gauge,Node,Constituents@DOC@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
59,kg.m^-3,,Scenario 1,,Gauge: River Murray DS Chowilla Creek: Downstream Flow Concentration,River Murray DS Chowilla Creek,Constituents,Gauge,Node,Constituents@DO@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
60,kg.m^-3,,Scenario 1,,Gauge: River Murray DS Chowilla Creek: Downstream Flow Concentration,River Murray DS Chowilla Creek,Constituents,Gauge,Node,Constituents@Refract@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
61,m^3.s^-1,,Scenario 1,,Minimum Flow Requirement: Pike Minimum Flow: Downstream Flow,Pike Minimum Flow,Downstream Flow,Minimum Flow Requirement,Node,Downstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
62,m^3,,Scenario 1,,Minimum Flow Requirement: Pike Minimum Flow: Downstream Flow Volume,Pike Minimum Flow,Downstream Flow Volume,Minimum Flow Requirement,Node,Downstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
63,m^3,,Scenario 1,,Minimum Flow Requirement: Pike Minimum Flow: Storage Volume,Pike Minimum Flow,Storage Volume,Minimum Flow Requirement,Node,Storage Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
64,m^3.s^-1,,Scenario 1,,Minimum Flow Requirement: Pike Minimum Flow: Upstream Flow,Pike Minimum Flow,Upstream Flow,Minimum Flow Requirement,Node,Upstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
65,m^3,,Scenario 1,,Minimum Flow Requirement: Pike Minimum Flow: Upstream Flow Volume,Pike Minimum Flow,Upstream Flow Volume,Minimum Flow Requirement,Node,Upstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
66,m^3.s^-1,,Scenario 1,,Minimum Flow Requirement: Tanyaca: Downstream Flow,Tanyaca,Downstream Flow,Minimum Flow Requirement,Node,Downstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
67,m^3,,Scenario 1,,Minimum Flow Requirement: Tanyaca: Downstream Flow Volume,Tanyaca,Downstream Flow Volume,Minimum Flow Requirement,Node,Downstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
68,m^3,,Scenario 1,,Minimum Flow Requirement: Tanyaca: Storage Volume,Tanyaca,Storage Volume,Minimum Flow Requirement,Node,Storage Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
69,m^3.s^-1,,Scenario 1,,Minimum Flow Requirement: Tanyaca: Upstream Flow,Tanyaca,Upstream Flow,Minimum Flow Requirement,Node,Upstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
70,m^3,,Scenario 1,,Minimum Flow Requirement: Tanyaca: Upstream Flow Volume,Tanyaca,Upstream Flow Volume,Minimum Flow Requirement,Node,Upstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
71,kg.m^-3,,Scenario 1,,Storage Routing: Lower Pike: Downstream Flow Concentration,Lower Pike,Constituents,Storage Routing,Link,Constituents@DO@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
72,mg,,Scenario 1,,Storage: Chowilla Regulator 254: DOCEnteringWater,Chowilla Regulator 254,Constituents,Storage,Node,Constituents@DOC@Processing Model@DOCEnteringWater,08124ee7-af8a-44c8-96f8-086a30a5447e,
73,kg.m^-3,(2) Scenario 1 (Default Input Set),Scenario 1,Default Input Set,Storage: Chowilla Regulator 254: Downstream Flow Concentration,Chowilla Regulator 254,Constituents,Storage,Node,Constituents@DOC@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
74,kg.m^-3,(2) Scenario 1 (Default Input Set),Scenario 1,Default Input Set,Storage: Chowilla Regulator 254: Downstream Flow Concentration,Chowilla Regulator 254,Constituents,Storage,Node,Constituents@DO@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
75,none,,Scenario 1,,Storage: Chowilla Regulator 254: TotalDryMattergm2,Chowilla Regulator 254,Constituents,Storage,Node,Constituents@DOC@Processing Model@TotalDryMattergm2,08124ee7-af8a-44c8-96f8-086a30a5447e,
76,kg.m^-3,,Scenario 1,,Storage: Gum Flat 281: Downstream Flow Concentration,Gum Flat 281,Constituents,Storage,Node,Constituents@DO@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
77,none,,Scenario 1,,Storage: Gum Flat 281: LeafDryMatterNonReadilyDegradable,Gum Flat 281,Constituents,Storage,Node,Constituents@DOC@Processing Model@LeafDryMatterNonReadilyDegradable,08124ee7-af8a-44c8-96f8-086a30a5447e,
78,none,,Scenario 1,,Storage: Gum Flat 281: LeafDryMatterReadilyDegradable,Gum Flat 281,Constituents,Storage,Node,Constituents@DOC@Processing Model@LeafDryMatterReadilyDegradable,08124ee7-af8a-44c8-96f8-086a30a5447e,
79,none,,Scenario 1,,Storage: Gum Flat 281: LeafWetMatterNonReadilyDegradable,Gum Flat 281,Constituents,Storage,Node,Constituents@DOC@Processing Model@LeafWetMatterNonReadilyDegradable,08124ee7-af8a-44c8-96f8-086a30a5447e,
80,none,,Scenario 1,,Storage: Gum Flat 281: LeafWetMatterReadilyDegradable,Gum Flat 281,Constituents,Storage,Node,Constituents@DOC@Processing Model@LeafWetMatterReadilyDegradable,08124ee7-af8a-44c8-96f8-086a30a5447e,
81,none,,Scenario 1,,Storage: Gum Flat 281: TotalDryMattergm2,Gum Flat 281,Constituents,Storage,Node,Constituents@DOC@Processing Model@TotalDryMattergm2,08124ee7-af8a-44c8-96f8-086a30a5447e,
82,kg.m^-3,,Scenario 1,,Storage: Lock5: Downstream Flow Concentration,Lock5,Constituents,Storage,Node,Constituents@DOC@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
83,kg.m^-3,,Scenario 1,,Storage: Lock5: Downstream Flow Concentration,Lock5,Constituents,Storage,Node,Constituents@DO@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
84,kg.m^-3,,Scenario 1,,Storage: Mundic: Downstream Flow Concentration,Mundic,Constituents,Storage,Node,Constituents@DOC@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
85,none,,Scenario 1,,Storage: Mundic: TotalDryMattergm2,Mundic,Constituents,Storage,Node,Constituents@DOC@Processing Model@TotalDryMattergm2,08124ee7-af8a-44c8-96f8-086a30a5447e,
86,kg.m^-3,,Scenario 1,,Storage: UpPike: Conveyance Inflow Concentration,UpPike,Constituents,Storage,Node,Constituents@DOC@Conveyance Inflow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
87,kg.m^-3,,Scenario 1,,Storage: UpPike: Downstream Flow Concentration,UpPike,Constituents,Storage,Node,Constituents@DO@Downstream Flow Concentration,08124ee7-af8a-44c8-96f8-086a30a5447e,
88,none,,Scenario 1,,Storage: UpPike: TotalDryMattergm2,UpPike,Constituents,Storage,Node,Constituents@DOC@Processing Model@TotalDryMattergm2,08124ee7-af8a-44c8-96f8-086a30a5447e,
89,m^3.s^-1,,Scenario 1,,Straight-Through Routing: BankBC: Catchment Inflow,BankBC,Catchment Inflow,Straight-Through Routing,Link,Catchment Inflow,08124ee7-af8a-44c8-96f8-086a30a5447e,
90,m^3.s^-1,,Scenario 1,,Straight-Through Routing: BankBC: Catchment Inflow Applied Downstream,BankBC,Catchment Inflow Applied Downstream,Straight-Through Routing,Link,Catchment Inflow Applied Downstream,08124ee7-af8a-44c8-96f8-086a30a5447e,
91,m^3.s^-1,,Scenario 1,,Straight-Through Routing: BankBC: Downstream Flow,BankBC,Downstream Flow,Straight-Through Routing,Link,Downstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
92,m^3,,Scenario 1,,Straight-Through Routing: BankBC: Downstream Flow Volume,BankBC,Downstream Flow Volume,Straight-Through Routing,Link,Downstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
93,none,,Scenario 1,,Straight-Through Routing: BankBC: Lateral Flow,BankBC,Lateral Flow,Straight-Through Routing,Link,Lateral Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
94,none,,Scenario 1,,Straight-Through Routing: BankBC: Lateral Flow Applied Downstream,BankBC,Lateral Flow Applied Downstream,Straight-Through Routing,Link,Lateral Flow Applied Downstream,08124ee7-af8a-44c8-96f8-086a30a5447e,
95,m^3,,Scenario 1,,Straight-Through Routing: BankBC: Storage Volume,BankBC,Storage Volume,Straight-Through Routing,Link,Storage Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
96,m^3.s^-1,,Scenario 1,,Straight-Through Routing: BankBC: Upstream Flow,BankBC,Upstream Flow,Straight-Through Routing,Link,Upstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
97,m^3,,Scenario 1,,Straight-Through Routing: BankBC: Upstream Flow Volume,BankBC,Upstream Flow Volume,Straight-Through Routing,Link,Upstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
98,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #11: Catchment Inflow,Default Link #11,Catchment Inflow,Straight-Through Routing,Link,Catchment Inflow,08124ee7-af8a-44c8-96f8-086a30a5447e,
99,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #11: Catchment Inflow Applied Downstream,Default Link #11,Catchment Inflow Applied Downstream,Straight-Through Routing,Link,Catchment Inflow Applied Downstream,08124ee7-af8a-44c8-96f8-086a30a5447e,
100,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #11: Downstream Flow,Default Link #11,Downstream Flow,Straight-Through Routing,Link,Downstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
101,m^3,,Scenario 1,,Straight-Through Routing: Default Link #11: Downstream Flow Volume,Default Link #11,Downstream Flow Volume,Straight-Through Routing,Link,Downstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
102,none,,Scenario 1,,Straight-Through Routing: Default Link #11: Lateral Flow,Default Link #11,Lateral Flow,Straight-Through Routing,Link,Lateral Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
103,none,,Scenario 1,,Straight-Through Routing: Default Link #11: Lateral Flow Applied Downstream,Default Link #11,Lateral Flow Applied Downstream,Straight-Through Routing,Link,Lateral Flow Applied Downstream,08124ee7-af8a-44c8-96f8-086a30a5447e,
104,m^3,,Scenario 1,,Straight-Through Routing: Default Link #11: Storage Volume,Default Link #11,Storage Volume,Straight-Through Routing,Link,Storage Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
105,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #11: Upstream Flow,Default Link #11,Upstream Flow,Straight-Through Routing,Link,Upstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
106,m^3,,Scenario 1,,Straight-Through Routing: Default Link #11: Upstream Flow Volume,Default Link #11,Upstream Flow Volume,Straight-Through Routing,Link,Upstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
107,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #12: Catchment Inflow,Default Link #12,Catchment Inflow,Straight-Through Routing,Link,Catchment Inflow,08124ee7-af8a-44c8-96f8-086a30a5447e,
108,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #12: Catchment Inflow Applied Downstream,Default Link #12,Catchment Inflow Applied Downstream,Straight-Through Routing,Link,Catchment Inflow Applied Downstream,08124ee7-af8a-44c8-96f8-086a30a5447e,
109,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #12: Downstream Flow,Default Link #12,Downstream Flow,Straight-Through Routing,Link,Downstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
110,m^3,,Scenario 1,,Straight-Through Routing: Default Link #12: Downstream Flow Volume,Default Link #12,Downstream Flow Volume,Straight-Through Routing,Link,Downstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
111,none,,Scenario 1,,Straight-Through Routing: Default Link #12: Lateral Flow,Default Link #12,Lateral Flow,Straight-Through Routing,Link,Lateral Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
112,none,,Scenario 1,,Straight-Through Routing: Default Link #12: Lateral Flow Applied Downstream,Default Link #12,Lateral Flow Applied Downstream,Straight-Through Routing,Link,Lateral Flow Applied Downstream,08124ee7-af8a-44c8-96f8-086a30a5447e,
113,m^3,,Scenario 1,,Straight-Through Routing: Default Link #12: Storage Volume,Default Link #12,Storage Volume,Straight-Through Routing,Link,Storage Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
114,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #12: Upstream Flow,Default Link #12,Upstream Flow,Straight-Through Routing,Link,Upstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
115,m^3,,Scenario 1,,Straight-Through Routing: Default Link #12: Upstream Flow Volume,Default Link #12,Upstream Flow Volume,Straight-Through Routing,Link,Upstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
116,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #14: Catchment Inflow,Default Link #14,Catchment Inflow,Straight-Through Routing,Link,Catchment Inflow,08124ee7-af8a-44c8-96f8-086a30a5447e,
117,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #14: Catchment Inflow Applied Downstream,Default Link #14,Catchment Inflow Applied Downstream,Straight-Through Routing,Link,Catchment Inflow Applied Downstream,08124ee7-af8a-44c8-96f8-086a30a5447e,
118,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #14: Downstream Flow,Default Link #14,Downstream Flow,Straight-Through Routing,Link,Downstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
119,m^3,,Scenario 1,,Straight-Through Routing: Default Link #14: Downstream Flow Volume,Default Link #14,Downstream Flow Volume,Straight-Through Routing,Link,Downstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
120,none,,Scenario 1,,Straight-Through Routing: Default Link #14: Lateral Flow,Default Link #14,Lateral Flow,Straight-Through Routing,Link,Lateral Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
121,none,,Scenario 1,,Straight-Through Routing: Default Link #14: Lateral Flow Applied Downstream,Default Link #14,Lateral Flow Applied Downstream,Straight-Through Routing,Link,Lateral Flow Applied Downstream,08124ee7-af8a-44c8-96f8-086a30a5447e,
122,m^3,,Scenario 1,,Straight-Through Routing: Default Link #14: Storage Volume,Default Link #14,Storage Volume,Straight-Through Routing,Link,Storage Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
123,m^3.s^-1,,Scenario 1,,Straight-Through Routing: Default Link #14: Upstream Flow,Default Link #14,Upstream Flow,Straight-Through Routing,Link,Upstream Flow,08124ee7-af8a-44c8-96f8-086a30a5447e,
124,m^3,,Scenario 1,,Straight-Through Routing: Default Link #14: Upstream Flow Volume,Default Link #14,Upstream Flow Volume,Straight-Through Routing,Link,Upstream Flow Volume,08124ee7-af8a-44c8-96f8-086a30a5447e,
